4,where is sinn fein  s headquarters
1,name li  l abner  s favorite indian drink
1,what are some important events of the 1830  s
3,the iraqis launched their attack on kuwait on what day
1,what letter adorns the flag of rwanda
1,what did 8   cd nns vbp to vb nnp pos nn
0,what is god
4,what country  s northernmost city is darwin
4,what sound does olympia   washington   overlook
1,what tv show chronicled the lives of katy holstrum and congressman glen morley
4,what kentucky city calls itself the horse center of america
3,how many penny farthings are there on a trivial pursuit game board
1,what  s the most abundant element in the sun
4,what european country boasts the city of furth   found where the rivers rednitz and pegnitz converge
4,what u s  state is dixville notch in
4,where was the cisalpine republic   1797 185
4,what is the largest shopping mall in the world
2,what is the protagonist  s name in dostoevski  s    the idiot
1,what penalty space lies between baltic avenue and reading railroad on a monopoly board
2,what presidential press secretary dismissed watergate as a third rate burglary attempt
0,what is a meerkat
2,who was jean nicolet
1,what kind of animal was winnie the pooh
2,which of these are authors
1,what  s the international radio code word for the letter b
2,who was the original humpty dumpty
0,what is cache memory
1,aspartame is also known as what
4,where is the location of the orange bowl
3,when is president nixon  s birthday
0,what is the origin of the midwest slang     you  re darn tootin
2,whose cupboard was bare
4,what are the seven seas
5,what does ibm stand for
0,what is the difference between jazz and blues
0,what is the c programming language
2,what  s the name of popeye  s adopted son
2,who invented the vacuum cleaner
0,what is a   borrow pit
2,what 2th century fictional character attends pencey prep school
3,how many people in the usa say their number one source of information is the newspaper
2,who does shakespeare  s antonio borrow 3   0 ducats from
4,which country is known as    big bear
1,what    melts in your mouth   not in your hands
3,how many times a day should you take a prescription marked    q i d
0,what is the origin of the atom
2,who is the voyager project manager
2,which radio stations air the jim bohannon radio talk show
2,what two commanders directed the forces in the battle of el alamein
2,name the creator of    the muppets
0,how do i e mail someone at aol com from yahoo com
2,who replies    i know    to princess leia  s confession    i love you    in the empire strikes back
0,what is the meaning of the name ella
4,what  s the home of the rockettes
4,where can i find all the information i need to know about the english civil war   1642 1649
2,what is the name of the firm that makes spumante
1,what sport is played on the largest field
2,who won the 1967 academy award for best actor
1,what is after death
2,name the first private citizen to fly in space
2,what was football star elroy hirsch  s nickname
2,what singer sings    oh boy
3,how much pizza do americans eat in a day
4,what is the website for the usa journal
2,what army  s motto is blood and fire
1,what kind of patent did ermal fraze get in 1963
0,what are you hearing when you put a seashell to your ear
0,why are haunted houses popular
1,which gender has bigger thighs
4,what u s  state has the second longest coastline
4,what state  s home to the buffalo bill historical center
3,how fast do cheetahs run
1,what is ray bradbury  s illustrated man illustrated with
3,how fast is a 45mhz processor
1,what kind of puzzle first appeared in the u s  in the new york world on december 21   1913
2,what count did alexandre dumas write about
3,what are the odds of giving birth to twins
4,what is the largest natural lake in pennsylvania
3,how far is london uk from california
1,name the two mystical ravens odin has at his command
1,what was the species of winnie the pooh
0,what is the virus hiv
3,how many years old is benny carter
1,what hermann hesse book gave its name to a rock group
4,where does the santa fe trail begin and end
1,what book is the follow up to future shock
1,what african animals are known as the big five
1,what is the alphabet for latin
1,what is the fear of frogs
4,which city in canada is the least populated
3,how old is stevie wonder
2,who was the first taiwanese president
2,who is luke skywalker  s father
1,what does a dipsomaniac crave
0,what is the definition of the term    weapons system
0,what are christopher marlowe  s and shakespeare  s literary contributions to english literature
1,what is nero wolfe  s favorite drink during office hours
2,what is the first personal computer company
1,what is the most efficient way to start a barbeque
2,who was jane goodall
0,why are there braille things on the atm machines that people drive through
4,where is the isle of man
1,what book did aaron hass write
3,what was the death toll at the eruption of mount pinatubo
3,when will the millennium officially begin
2,who created the comic strip      garfield
2,which vietnamese terrorist is now a un delegate in doonesbury
0,what is real time processing
4,what do we call the imaginary line along the top of the rocky mountains
4,what country  s capital is lagos
4,where does ray bradbury  s chronicles take place
2,who is the current prime minister and president of russia
2,who established a viking colony in greenland about 985
1,what was the distinguishing mark on the    little rascals    dog
3,what is the latitude and longitude of el paso   texas
4,where can i get information about cystic fibrosis
4,where did honecker rule
0,what is the theory of equivalence states
1,what does a philatelist collect
3,what is the life span of the average monkey
3,how many member states are in the un
2,who shot and killed himself while painting wheatfield with crows
0,what will happen when sodium is put in water
0,what  s the meaning of uol
2,what future president became senate majority whip under harry truman
2,who was the architect of central park
1,which operating system runs on ibm compatible machines
3,what are the dimensions of an ice hockey goal
3,when was cnn  s first broadcast
1,what are the signs of a country going into a recession
0,what is the circumorbital hematoma
4,what african country is governed from ouagadougou
2,what was the christian name of the title character in our miss brooks
2,what hard of hearing artist painted sunflowers
2,who were the yankee  s frequent enemies
2,who wrote sons and lovers
1,what is the english translation for the word    caliente
1,what handicraft requires you to interlace your warp and weft
4,what french seaport claims to be the home of wines
3,how long does it take sunlight to reach earth
3,how many milliseconds in a second
2,what cherokee indian gave his name to a tree
3,when were camcorders introduced in malaysia
3,what is the chance of conceiving quadruplets
2,who was the star of leave it to beaver
4,what countries have the largest armed forces in the world
2,what was william f  cody  s better known name
0,how do i increase my biceps   size
2,who did richard nixon tender his resignation to
2,who was thucydides
0,how is the element strontium purified
2,which of the following rock  n roll stars has a    star    on hollywood boulevard
0,what are tonsils for
1,what molecules include fluorine   sodium and magnesium
1,what was the name of the ball game played by the mayans
1,what was the sequel to the moon  s balloon
3,what is the exchange rate for australian to american money
0,what is the origin of the word   posh
0,how can anyone tell if a female had sexual intercourse
3,how many states did richard nixon carry in 1972
1,what basketball maneuver did bert loomis invent
1,what is a good book to read for people who hate to read
3,how many shillings more than 2 were there in a guinea
1,what does a tarantula eat
1,what are the three secondary colors
0,what does the name    sabrina    mean
2,who took over as conductor of the boston pops after arthur fiedler  s long reign
1,what were the trials called which followed world war ii
0,what is hebephrenia
2,what nazi leader killed himself in jail just before he was to be executed as a war criminal
1,what famous events have happened on march 27
2,which company claimed to be    the world  s biggest toy store
3,what brand number graces the black label of a bottle of jack daniel  s
1,what do i call the sons and daughters of my first cousins
0,what were the causes of the civil war
0,what are maid rites
4,what city is terrorized by dracula in the night stalker
0,how can you prevent it
0,what do the names andrew and christina mean
1,what chocolate bar created by frank mars and his wife is often called a milky way with peanuts
2,who is the fastest guitarist
1,what do camels store in their humps
1,what is the name of the second space shuttle
4,what is the best hospital for orthopedics in the country
0,what are perfect tenses
0,what is commonly considered the fifth sense
1,what was another name for east germany
1,what  s the second biggest selling magazine in america
2,who betrayed norway to the nazis
2,who took the toys donated for the doodyville orphans   fund and kept them for himself
0,what is a bourdon tube
1,what kind of a sports team is the wisconsin badgers
2,who were the picts
0,what do caroll baker   tammy grimes   debbie reynolds   and judy garland all have in common
0,what is film noir
2,who is stationed at camp swampy in the comic strips
3,in what year did china and the republic of korea establish diplomatic relations
0,what causes tuberculosis
3,how tall is the giraffe
2,what actor dressed up as santa claus and had a once a year affair with actress shelley winters every christmas for many years
1,what animal was the heat seeking missile called the sidewinder named for
3,how long did it take stanley to find livingstone
3,how much of the nation  s children between the ages of two and eleven watch   the simpsons
4,what lake is sheboygan on
0,what are a baseball team  s firemen
1,what is a fear of color
1,what nantucket shipwreck killed more divers exploring it than the 52 people it sank with
1,what are the two largest birds on earth
1,name the four stories contained in edith wharton  s    old new york
4,what is the largest lake in north america
3,how many people died because of a smoking problem in 1997
1,what is chronic constipation a symptom of
2,who wrote the look of love after viewing ursula andress
2,what is the name of the american swimmer who won seven gold medals in the 1972 olympics
2,who claims to have the greatest show on earth
0,what is head start
2,what honeymooners actress did television magazine name as 1953  s most promising star
0,why can  t women serve in the navy on board submarines
1,what did the yalta conference lead to
1,what dog was dubbed the mortgage lifter
0,what is saltpeter
0,what  s the difference between j d  and ll m
2,what kind of organization is   last chance for animals
2,what was the role of the medieval guild
2,silly putty was invented by whom
1,what should the oven be set at for baking peachy oat muffins
0,how can someone become a federal agent
2,who invented the paper clip
2,whom did lauren bacall marry after her husband humphrey bogart died
3,how many times in his 16 year national basketball associaton career was john havlicek a member of the all star team
4,what city or state do the most gay men live in
3,shea and gould had an office in los angeles for how long before closing it
1,what word occurs 46   227 times in the bible
0,how can you be happy
0,how would someone go about becoming an organ donor
3,what year did degas create the bronze sculpture      fourth position front
2,what composer was awarded the medal of honor by franklin d  roosevelt
3,how many url extensions are there   and what are they
3,how long after intercourse does it take to find out if you are pregnant
5,what does u s s r  stand for
2,who created the fantastic four   hulk   and thor
1,what is a fear of gravity
2,who is the composer of    canon in d major
0,what did n t rocky marciano do in his pro boxing career
4,where are all european and american eels born
2,who was the author of the novel    far from the madding crowd
0,what is the definition of   graphic details
1,what was    america  s recessed filter cigarette
1,what kind of dog is scooby doo
0,what is the function of the appendix
2,what department store heir is responsible for raising a three ton safe from the underwater wreckage of the andrea doria
1,which sex is twice as likely to contract leprosy
4,what was the first town to be chartered in vermont
4,what state has the longest great lakes shoreline
4,what u s  state ends with a g
3,how many varieties of twins are there
0,what is a cartesian diver
4,what are the largest libraries in the us
3,how many people live in the falklands
2,who was camp david named for
1,what document did president andrew johnson want a copy of placed under his head upon his burial
2,who portrayed    the man without a face    in the movie of the same name
0,what happened in dogtown in 1899 to make that year remembered
1,what wheel did blaise pascal invent in a search for perpetual motion
3,how much money was the minimum wage in 1991
3,in what year was the first patent for the pull tab opener on cans obtained
4,what country boasts the most dams
3,what is the regular price
4,what metropolis landmark was first introduced in the superman cartoons of the 1940  s
4,where can one find mozambique
0,how do you recognize anorexia
1,what mary tyler moore show regular came into the world as tadeus wladyslaw konopka
4,in what city is the us declaration of independence located
0,what is the largest variety of cactus
2,who won the first world series
1,what did aaron hass write
2,who is samuel pickering
2,what was the business of the animated sky hawks
2,who was credited with saying :    i never met a man i did n t like
1,what overalls are named for dungri   a suburb of bombay
0,why do rooftops give off steam after a big rainstorm
4,what nationality was jackson pollock
3,how much of the earth  s surface is permanently frozen
1,what is the connection between new krypton and daxam
3,when was queen victoria born
3,how many people were executed for abraham lincoln  s assassination
0,what must a las vegas blackjack dealer do when he reaches 16
4,what is worth seeing in reims
1,what type of performer is ileana cotrubas
3,when was yemen reunified
1,what line of candy products included super skrunch and peanut butter oompas
0,why did the anglican church split from the vatican
2,what organization has a security council
0,how would i find the price of different organs that have been donated
2,what mexican leader was shot dead in 1923
5,what does necrosis mean
0,what is magnetar
1,what feud ended with a marriage in kentucky on march 21   1891
1,what color is the stripe along each side of a coho salmon
3,what is the federal minimum wage
1,mississippi is nicknamed what
3,what are the unemployment statistics for the years 1965 and 1990
4,where is santa lucia
2,what female painter produced primitives of rural new england life
2,what are names of two old men who appear in the serial tv muppets show
1,what war saw battles at parrot  s beak and black virgin
0,what should you yell to hail a taxi in madrid
3,what is the horsepower of the shuttle boosters
3,what year did apartheid start
2,who created big ben
4,what city is found in the city of oz
0,what ever happened to the once popular yale lock company
2,name the marvel team loosely based on dc  s justice league of america
1,what did a 16th century aztec athlete get for putting a rubber ball through a ring
4,what populous state covers 49   576 square miles
2,what college football team did knute rockne build into a power
4,in what state was there an 11 million gallon oil spill
3,when did aldous huxley write      brave new world
4,what country did the ancient romans refer to as hibernia
2,in what high risk business venture did jimmy the greek bet and lose
1,what do chefs call the master spice
5,what is the abbreviation of general motors
0,what is a devo hat
3,how long was the longest hiccup attack
1,what kind of weapons were used in medieval warfare
3,how many people live in tokyo
2,what fruit topped actress was known as the brazilian bombshell
1,what are birds descendents of
2,when the tutankhamun exhibit was on display in the u s    what moving company transported it
1,which kevin costner movie involves the sioux indians
2,who played the title role in my favorite martian
0,how does a scientific calculator work
1,what is a fear of fur
2,who invented the game scrabble
1,what part of their attire were    pothooks    to cowboys of the old west
3,when did humans first begin to write history seriously
0,why do we have to go to school
0,what is toulmin logic
1,a corgi is a kind of what
4,what city in the u s  experienced the most growth recently
0,what is a dangling participle
4,what tokyo street glitters with famed department stores and nightclubs
3,what was the average life expectancy during the stone age
2,when mighty mouse was conceived   what was his original name
0,what is the origin of the peace symbol
2,what group starred in the movie rock around the clock
3,how many u s  presidents were assassinated during queen victoria  s reign
3,when was the first flush toilet invented
2,what is nathan hamill  s role in the new star wars prequel
3,how many disks does each player have in a four handed game of crokinole
3,how old is the sun
3,what percentage of children between the ages of two and eleven watch   the simpsons
0,how can i find a list of   fax and or email   addresses for human resource departments in massachusetts
0,how do i write to my congressman
3,how many years ago did led zeppelin release its last album
1,what is the term for a group of geese
3,how many people was randy craft convicted of killing
1,what was the name of the famous battle between texas and mexico
4,what country are you in if you woo in the wu dialect
1,what do you call a poker hand with five cards of the same suit
2,what new york yankee was known as the iron horse
2,who is considered the first lady of the american stage
2,who penned :    neither a borrower nor a lender be
0,what is moxie
1,what was the first sam spade novel
1,what song did patti page set people dancing to in 1950
2,who headed hitler  s infamous gestapo
4,what south american city features the exclusive copacabana beach and ipanema
4,what german city do italians call the monaco of bavaria
4,what island group contains jersey   guernsey   sark and herm
1,what is a fear of strong light
2,what is a person called that likes fire
4,where was helium first discovered   hence its name
1,what is the best way to overcome a fear
2,name a south african diamond producer
2,who made the musical plea be true to your school
2,what french designer declared :    the jean is the destructor   it is a dictator   it is destroying creativity  the jean must be stopped
3,what season is the setting for shakespeare  s midsummer night  s dream
2,name a band which was famous in the 1960  s
2,what comedian was banned from the ed sullivan show for allegedly making an obscene gesture at the show  s host
4,what country is the setting for edgar allan poe  s the pit and the pendulum
2,what apollo 11 astronaut minded the store while armstrong and aldrin made history
3,what is the current ticket fare from from cairo to barbados
4,what is the second highest mountain peak in the world
2,what good little witch is casper  s girlfriend
1,in which tennessee williams play is one of the characters killed and devoured by a mob of starving children
2,what was the nickname of frederick i   holy roman emperor and king of germany
1,what war did the potsdam conference follow
1,what  s the most common non contagious disease in the world
3,what month   date   and year did charles i die
3,how many cubic feet of space does a gallon of water occupy
0,what is the hair style called that new military recruits receive
4,what  s the world  s largest cathedral
0,what effects do nitrates have on the environment
0,what is nitrox diving
4,what three european countries begin with the letter a
0,what happened in the long march
1,what was the name of hitler  s unsuccessful attempt to overthrow the bavarian government in munich in 1923
0,how can i find online spelling
3,how many earthworms are in a single pasture
2,who made stonehenge
3,what is the average hourly rate of american workers
1,what sport features snatches and clean jerks
2,who  s the founder and editor of the national review
3,in what year did they build the berlin wall
2,who was the first governor of west virginia
4,what  s the world  s longest suspension bridge
4,what asian city boasts the world  s biggest bowling alley
3,when will jean aeul publish her next book
2,what famous soldier was born in europe   died in asia   and was laid to rest in africa
1,when it  s time to relax   what one beer stands clear
2,what culture developed the idea of potlatch
2,what baseball team became the minnesota twins
1,what kind of guitar did jimi hendrix play
4,what were the first three cities to have a population of more than a million
4,what constellation contains the twins castor and pollux
3,how many meters are in a mile
0,what is a gas release event
1,what james michener book is subtitled spanish travels and reflections
4,what famed london criminal court was once a feudal castle
3,how many milligrams are in a gram
1,what stringed weapon fires a bolt
4,where did he get the title
4,where can i find a large list of 5 to 6 letter words
2,what is michael jackson  s middle name
2,who was the first woman to fly solo across the atlantic
3,how long is human gestation
0,what does    semper fidelis    mean
1,what kind of suit did true hepcats wear in 1942
4,where does mother angelica live
0,how can i find out my moon sign
0,why does a candle need a wick
1,musician ray charles plays what instrument
0,what were the three prophecies the witches make to macbeth
3,what  s the population of mississippi
2,who started the dominos pizza chain
1,in what film did steven spielberg  s dog star as the main character  s dog
1,what are all the different kinds of contraceptives
3,how old is jeremy piven
0,what is the history of yo yos
2,which nba players had jersey number 0
2,what chocolate company gives you a one pound kiss
0,how does one correctly pronounce   qigong
1,what fossilizes to form coprolite
3,how many colored squares are there on a rubik  s cube
4,where is the mayo clinic
4,what caribbean island is sometimes called little england
4,where is amsterdam
4,where can i find the lyrics for the song   getting married today   from the musical   company
1,what  s another word that means    knows all
2,who is the famous movie star who also acted as sewer commissioner of provo canyon   utah
4,what australian city became the home of the america  s cup
1,aspartame is known by what other name
0,what is pasta
2,name randy craft  s lawyer
1,what color is    ash
2,what is the best distance education university or college
4,what river does the grand coulee dam dam
3,how often are quadruplets born
0,how does psorisis disappear
3,how many presidents have died on the 4th of july
1,what three colors are on the french flag
0,what  s the mystery of the bermuda triangle
1,what are the seven wonders of the world
5,what does cnn stand for
2,what is a person called that likes fire
2,who portrayed vincent van gogh in lust for life
1,what constitutes an adult
4,what is a reliable site that i can download heretic 2
0,what is a neurosurgeon
1,what baseball outcome required nine balls in 1879   eight balls in 1880 and seven balls in 1881
0,what are amaretto biscuits
1,what common ailment can  t you catch at the north pole
3,what season begins with the vernal equinox
2,who was known as the time master in comic books
1,what was the name of roy rogers  s dog
1,what tv series changed the names to protect the innocent
4,where did cable cars first roll down clay street in 1873
4,what is george lucas  s e mail address
0,how do i give a good massage
2,who is the father of the computer
0,what is the origin of    jiggy    as in getting jiggy with it
0,what is the origin of a m  and p m
0,what is the definition of cosmology
1,what is the name of the dog on the cracker jack box
0,what are manifest and latent function theories
1,what william styron book is about a black preacher who leads a slave revolt
1,what is the chemical symbol for nitrogen
2,who said :    old soldiers never die   they just fade away
2,what national league baseball team employed 72 third baseemen in its first 2 seasons
0,what are snowballs to a hot rodder
3,how long were tyrannosaurus rex  s teeth
0,what is the origin of the word ozymandias
2,who  s the only man to have won the olympic decathlon twice
4,what kenyan city is the safari center for east africa
0,why do men snore
0,what causes    rolling thunder
2,what is the name of miss india 1994
4,what four u s  states have active volcanoes
0,what  s the setting of john le carre  s a small town in germany
0,what does an echidna look like
0,what is the secret of the universe
2,who was the second man to walk on the moon
2,what major victorian novelist spent as much time working for the post office as he did writing
0,what caused an adjournment of the 25th anniversary session of the united nations general assembly
2,the major league baseball team in pittsburgh is called what
1,what is the name of the islamic counterpart to the red cross
3,what year were the olympic games played in where nadia comaneci became popular
1,what is glass made of
0,how did lee harvey oswald purchase his rifle
0,how do i sing like elvis presley
4,what are the biggest indian airports
1,what is the folklore story regarding birds   nests and birds in christmas trees
4,what are the world  s three largest oceans   in order of size
2,who is the pope
4,where on the internet can i find information on laundry detergent
1,what do the french call la manche
1,what  s an easy way to count the approximate number of fish in a lake
0,how do you clean up a cache
1,what was the name of aristotle onassis  s yacht
1,what is a fear of being dirty
1,what animal occurs in spielberg  s    jaws
0,what  s the red planet
3,the shea   gould law firm had an office in l a  for how many years
2,what  s the most common surname in america
3,how long does it take the typical american to eat 23 quarts of ice cream
0,what is the difference between a fruit and a vegetable
1,what kind of tree graces lebanon  s flag
0,what is tumbled marble
1,what are the various ways in which one can measure it user satisfaction level
4,what city is sometimes called the athens of switzerland
4,where did bocci originate
0,how does light travel through the void of space if there is no medium for it to   wave   or   pulse
0,what are the valdez principles
0,how can i easily remove red wine stains from t shirts
0,how do you write mla style bibliographies for an internet source
2,who is imam hussain ben ali whom shia people believe in
0,what is the origin of the word assassinate
4,where can i find information about bob barr   representative from georgia
3,what is the frequency of vhf
0,what are the arabic numerals from 1 to 10
1,what does the policeman become in the canadian edition of monopoly
3,how many electoral votes does it take to win presidency
0,what is digitalis
1,what kind of flowers does detective nero wolfe raise
1,what was paper made of in the late 16th century
2,who was william henry harrison
0,what was the outcome of the 1945 yalta conference
0,what is    flintknapping
1,what  s the most popular contact lens color
4,what were the cities of dickens  s a tale of two cities
0,what causes canker sores in the mouth
3,in what year was the movie the ten commandments released
1,what is the fastest fish in the world
1,what color are the castellated walls of the kremlin
1,what is celebrated during the week of february 21 27
1,what is damage to business and government caused by bureaucracy
4,what countries have the best math students
3,when was the de beers company founded
1,what was a california prayer book to an old west gambler
2,who was the first black performer to have his own network tv show
1,what  s another name for aspartame
0,what did john f  kennedy consider his greatest blunder in office
5,what  s the abbreviation for trinitrotoluene
1,what creature is the absolute fastest in moving in the world   birds   mammals   etc
3,what is the date of bastille day
5,what is ioc an abbreviation of
0,what  s the proud claim to fame of the young women who formed kappa alpha theta
1,which two products use a tiger as their symbol
4,where did freidreich wilhelm ludwig leichhardt   prussian born explorer   go to school
1,what color eyes are most sensitive to light
3,how much folic acid should an expectant mother get daily
2,what company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product
1,what disease does katharine hepburn have that makes her voice shake
0,what did fcc chairman newton minow declare tv to be on may 9   1961
3,how much caffeine is in a 16 oz cup of coffee
1,what is the name of the art of growing miniature trees
4,what two countries in south america are landlocked
0,what does tiffany mean
0,why do magnets attract
0,how do you address a chinese person
0,what is the meaning of thalassemia
3,what is columbia tristar  s phone number
0,how do i impress a guy
1,what does the method called    cold fusion    create
3,when did princess diana and prince charles get married
1,what determines the value of the pearl
4,which country did hitler rule
1,what was the name of the american ship sunk by a mine in havana harbor   causing the spanish american war
2,who directed the wild bunch
1,what are emblazoned on the jolly roger
4,the orange bowl is in what city
0,what are the alveoli
2,what comedian was born allen stewart konigsberg
3,how many leos have been pope
4,what state was herbert hoover born in
1,what tv series featured neal   a martini drinking st  bernard
1,what developed a crack in 1835 while tolling the death of u s  chief justice john marshall
3,how many fiddlers did old king cole have
2,what poet wrote :        i have promises to keep   and miles to go before i sleep
0,what is ethylene
1,what irwin allen bomb has richard widmark saying he  ll be    the first officer in history to get his butt kicked by a mess of bugs
1,what is a fear of clouds
1,what is the music used in the new vw beetle commercial where the car spins and changes colors
1,what is a fear of pregnancy
3,what is the population in india
0,what is the origin of the word    pallbearer
3,how long do flies live
0,why is microsoft  s windows 3 software so successful
2,who runs andy capp  s favorite pub
4,what state produces the best lobster to eat
3,how many times a day does the typical person go to the bathroom
1,what bowl game began as an east west contest between michigan and stanford in 192
4,what islands got their name from the spanish baja mar   meaning shallow water
0,what is deadrise   nautical
1,what  s the official language of algeria
1,what took first prize in omni magazine  s contest to find the    ultimate unanswerable question
1,what six words follow the line :    from a jack to a king
0,how do i find a city if i have the area code
2,what author of the days of our lives cookbook signed on in 198 as liz chandler in tv  s days of our lives
1,what foods contain the most protein
2,what president was assassinated by charles j  guiteau
2,what comic of tv  s golden age went by the motto    anything for a laugh
3,how many feet long is a baseball pitcher  s rubber
4,what was the nationality of jackson pollock
2,who invented the game bowling
1,what are the snakes of new england
3,how many times larger than life size is the statue of liberty
4,what is the name of the country which hitler ruled
2,what group kidnaped patricia hearst
3,how long does a human live
4,where can i get u s  economic statistics
3,how many superbowls have the ers won
0,what do you do when your mouse is n t working as fast as it  s supposed to
0,what is a gandy dancer
2,who is the creator of    the muppets
2,which of the following celebrities started his show biz career as a disc jockey
1,what triple crown winning horse took the 1973 belmont stakes by 31 lengths
3,what  s a perfect score in a gymnastics exercise
1,what is the dot on an the letter i called
4,what  s the capital of iowa
2,who asked you to do the loco motion with her in 1962
0,what  s the rathaus in frankfurt
2,what president served for five years   six months and 2 days
1,what do you call the feeling of having experienced something before
0,what incident caused the canning of a summit conference between eisenhower and khrushchev
5,what is the abbreviated form of the national bureau of investigation
1,what is a fear of odors   body
1,what is the formula to calculate pi
0,what is the difference between a bachelor and a 1 bedroom apartment
2,what is drew barrymore  s middle name
0,how do you write a book report
0,what are cobol   fortran   and pascal
2,what is supergirl  s secret identity
4,what is the us federal government website for standard industrial classification codes   sic
2,what court does bob woodward describe in the brethren
2,who made the first surfboard
2,what is the name of the police officer who tried to keep order in top cat  s neighborhood
3,on what date did rosa parks become a symbol of the civil rights movement for refusing to give up her seat on the bus
3,what are the highest paying odds on a roulette table
3,in what year did the us marine corps adopt the motto    semper fidelis
3,how many films did ingmar bergman make
1,what does a deltiologist collect
0,what is garry kasparov famous for
5,what does the    c    stand for in the equation e mc2
2,who is the greek god of the sea
2,what well known music personality is the father of an adopted son named hans christian henderson
0,how do you measure the heat of the sun
0,why do some people have two different color eyes
1,which leg does a cat move with its left front leg when walking   its left rear or right rear leg
3,when was the first barbie produced
1,what  s the hardest substance in the human body
2,who was the first woman governor of wyoming
3,how many more weeks of winter are there if a ground hog sees his shadow
2,what green bay packers coach philosophized :    there  s nothing that stokes the fire like hate
0,how do birds find their way back to the same place every year
4,where is the henry ford museum
1,name a film that has won the golden bear in the berlin film festival
1,what  s the international lawn tennis challenge trophy usually called
3,what year did nylon stockings first go on sale
1,what is a research expedition in mountain climbing
1,on which flight did fawaz younis commit air piracy and hostage taking
4,what are the 10 largest cities in the us
0,what is a wart
0,what is spaceball played on
0,how does rabies spread
2,what famous comedian recently tried without success to revive the play
4,what is drew barrymore  s email address
0,how can you tell if someone is lying
0,what is the difference between a preface and a foreword
1,what are fingernails made of
4,what nationality were the 123 people who died in the black hole of calcutta
0,what does storm wave mean in japanese
0,why do they sterilize the needle for lethal injection
2,what tv family sometimes buys eclairs from nelson  s bakery
0,how can you get rust stains out of clothing
0,how does a small businessman contact the good humor ice cream company to do business with them
2,what enigmatic u s  vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the west
2,who was charles lindbergh  s wife
2,who sings angel eyes from the 80  s
3,when did the jurassic period end
1,what is the one thing you need before you can purchase life insurance
0,what caused the titanic to sink
0,what is the chemiosmotic theory
2,what information can you tell me about actor james cromwell
0,how does an ion drive work
0,how can i trace my family roots
3,what was the date of iraq  s invasion of kuwait
1,what is another word for diet
0,what is a courier
1,what sinatra hit did he dooby dooby do in
0,how do you get a girl to have sex with you
1,what award is the    oscar    of advertising
4,what is the name of the planet that the ewoks live on
1,what ice creams contain seaweed
2,what dumb but loveable character did maurice gosfield play on the phil silvers show
5,what is a    usb    port on a computer
1,what term means a sexual attraction between a male and a female
2,what was called the world  s largest department store
4,what sea surrounds the cayman islands
3,how many different vegetation zones are there
5,what does lol mean
4,what ocean was amelia earhart flying over when she disappeared
1,what book does holden caulfield appear in
0,what happens when lightning strikes a body of water
2,what was the nickname of german flying ace manfred von richthofen
0,what does e mc2 mean
4,what country other than germany invaded poland in september 1939
0,how do i contact answers com
1,what are the names of the different toes
1,what are different products of petroleum
0,what causes asthma
3,when was the bill of rights ratified
0,what do the number 1   2   and 4 mean on dr  pepper bottles
4,what is the largest u s  state east of the mississippi
0,how can i find out how much it costs to raise a baby for six months
3,what  s the population of biloxi   mississippi
1,what vowel do all esperanto nouns end in
0,what is a heuristic
4,what california desert is dubbed high desert
1,in the miller lite tv commercial   who is the creature
2,who wrote   hamlet
0,how did the jack o   lantern get it  s name
0,why can  t ostriches fly
4,where do the blackhawks maintain their operations
0,why are the rooftops in canada green
4,what african country was founded by freed american slaves in 1847
3,what year did the first issue of    playboy    come out
4,the orange bowl is located in what city
1,what is a fear of motion
2,what pseudonym did william sydney porter use in writing the gift of the magi
1,what is a fear of glass
0,in waugh  s    a handful of dust      what does the mad old man force the hero to do every afternoon
2,what is the last name of lucy and linus from the peanut  s comic strip
2,what cheery fellow got the zip code 9971 from the u s  postal service in 1963
3,how many layers does a bottle of yoo hoo settle into
2,name pittsburgh  s baseball team
4,what  s the nearest star to earth
4,where is inoco based
1,what does el nino mean in spanish
0,what does choo choo charlie say
0,how do i register a trade name in north carolina
3,what was the number of assassinations and attempts to assassinate in the u s  since 1865
3,how many stations do you shoot from in the basketball game    around the world
0,what is a jake brake
1,what sign is the best love match for a horoscope sign
2,who was the russian ambassador to hungary during the 1956 uprising
2,who holds the nfl record for most touchdowns in a season
1,what cards are bullets
3,what is the average age a horse lives
4,what planet would you visit to see bebrenia   arcadia   and amazonis
1,which language has the most words
4,where is natick
1,what j r r  tolkien book features gimli as a central character
1,what brand of white rum is still made in cuba
2,who is shirley maclaine
2,what business exports the sparkling wine spumante
1,what is a fear of water
0,what does the number 33 on the rolling rock beer bottle mean
0,what is the origin of the city    corpus christi
2,who wrote   the pines of rome
4,where is the valley of the kings
2,what was the first u s  based team in the nhl
4,where did the sport of caber tossing originate
2,who played for the chicago bears   houston oilers and oakland raiders in a 26 year pro football career
4,where are the union stockyards
4,where does the weird shape of the dinner fish knife originate from
3,how many children does ray davies of the kinks have
3,how many years did shea   gould practice law in los angeles
1,what did walter huston remove to perform in the movie the treasure of the sierra madre
3,how much salt is in the oceans
2,who leads the star ship enterprise in star trek
1,what animals acted as lapwarmers for american colonists in church
2,who won world war ii
0,where does    bovine    come from
4,where does the u s  get most of its energy
4,what country   after canada and mexico   is closest to the u s
1,what is the weakest bone in the body
0,what is dew point
2,who was garrett morgan married to
2,what was the name of darth vader  s son
